prompt,true_answer,model_answer
"Question: How old was tesla when he became a US citizen?

Context: On 30 July 1891, at the age of 35, Tesla became a naturalized citizen of the United States, and established his South Fifth Avenue laboratory, and later another at 46 E. Houston Street, in New York. He lit electric lamps wirelessly at both locations, demonstrating the potential of wireless power transmission. In the same year, he patented the Tesla coil.","[""35""]","[""35""]"
"Question: How old was Tesla when he became a citizen of the US?

Context: On 30 July 1891, at the age of 35, Tesla became a naturalized citizen of the United States, and established his South Fifth Avenue laboratory, and later another at 46 E. Houston Street, in New York. He lit electric lamps wirelessly at both locations, demonstrating the potential of wireless power transmission. In the same year, he patented the Tesla coil.","[""35""]","[""35""]"
"Question: What organization did Tesla serve as vice president of? 

Context: Tesla served as a vice president of the American Institute of Electrical Engineers, the forerunner (along with the Institute of Radio Engineers) of the modern-day IEEE, from 1892 to 1894.","[""American Institute of Electrical Engineers"", ""the American Institute of Electrical Engineers""]","[""American Institute of Electrical Engineers""]"
"Question: How long did Tesla hold this position?

Context: Tesla served as a vice president of the American Institute of Electrical Engineers, the forerunner (along with the Institute of Radio Engineers) of the modern-day IEEE, from 1892 to 1894.","[""1892 to 1894"", ""from 1892 to 1894""]","[""2 years""]"
"Question: What is this invisible radiant energy now known as?

Context: Starting in 1894, Tesla began investigating what he referred to as radiant energy of ""invisible"" kinds after he had noticed damaged film in his laboratory in previous experiments (later identified as ""Roentgen rays"" or ""X-Rays""). His early experiments were with Crookes tubes, a cold cathode electrical discharge tube. Soon after, much of Tesla""s early research—hundreds of invention models, plans, notes, laboratory data, tools, photographs, valued at $50,000—was lost in the 5th Avenue laboratory fire of March 1895. Tesla is quoted by The New York Times as saying, ""I am in too much grief to talk. What can I say?"" Tesla may have inadvertently captured an X-ray image—predating, by a few weeks, Wilhelm Röntgen""s December 1895 announcement of the discovery of x-rays—when he tried to photograph Mark Twain illuminated by a Geissler tube, an earlier type of gas discharge tube. The only thing captured in the image was the metal locking screw on the camera lens.:134","[""X-Rays"", ""x-rays"", """"Roentgen rays"" or ""X-Rays""""]","[""Roentgen rays""]"
"Question: What type of image was Tesla thought to have accidentally taken a week prior to the announcement of its discovery?

Context: Starting in 1894, Tesla began investigating what he referred to as radiant energy of ""invisible"" kinds after he had noticed damaged film in his laboratory in previous experiments (later identified as ""Roentgen rays"" or ""X-Rays""). His early experiments were with Crookes tubes, a cold cathode electrical discharge tube. Soon after, much of Tesla""s early research—hundreds of invention models, plans, notes, laboratory data, tools, photographs, valued at $50,000—was lost in the 5th Avenue laboratory fire of March 1895. Tesla is quoted by The New York Times as saying, ""I am in too much grief to talk. What can I say?"" Tesla may have inadvertently captured an X-ray image—predating, by a few weeks, Wilhelm Röntgen""s December 1895 announcement of the discovery of x-rays—when he tried to photograph Mark Twain illuminated by a Geissler tube, an earlier type of gas discharge tube. The only thing captured in the image was the metal locking screw on the camera lens.:134","[""X-ray image"", ""X-ray""]","[""X-ray""]"
"Question: What is another term for x-ray imaging?

Context: In March 1896, after hearing of Wilhelm Röntgen""s discovery of X-ray and X-ray imaging (radiography), Tesla proceeded to do his own experiments in X-ray imaging, developing a high energy single terminal vacuum tube of his own design that had no target electrode and that worked from the output of the Tesla Coil (the modern term for the phenomenon produced by this device is bremsstrahlung or braking radiation). In his research, Tesla devised several experimental setups to produce X-rays. Tesla held that, with his circuits, the ""instrument will ... enable one to generate Roentgen rays of much greater power than obtainable with ordinary apparatus.""","[""radiography"", ""braking radiation""]","[""radiography""]"
"Question: When did Tesla start deliberately experimenting with X-ray imaging?

Context: In March 1896, after hearing of Wilhelm Röntgen""s discovery of X-ray and X-ray imaging (radiography), Tesla proceeded to do his own experiments in X-ray imaging, developing a high energy single terminal vacuum tube of his own design that had no target electrode and that worked from the output of the Tesla Coil (the modern term for the phenomenon produced by this device is bremsstrahlung or braking radiation). In his research, Tesla devised several experimental setups to produce X-rays. Tesla held that, with his circuits, the ""instrument will ... enable one to generate Roentgen rays of much greater power than obtainable with ordinary apparatus.""","[""1896"", ""In March 1896"", ""March 1896""]","[""1896""]"
"Question: what did tesla attribute skin damage to?

Context: Tesla noted the hazards of working with his circuit and single-node X-ray-producing devices. In his many notes on the early investigation of this phenomenon, he attributed the skin damage to various causes. He believed early on that damage to the skin was not caused by the Roentgen rays, but by the ozone generated in contact with the skin, and to a lesser extent, by nitrous acid. Tesla incorrectly believed that X-rays were longitudinal waves, such as those produced in waves in plasmas. These plasma waves can occur in force-free magnetic fields.","[""damage to the skin was not caused by the Roentgen rays, but by the ozone generated in contact with the skin"", ""ozone generated in contact with the skin"", ""the ozone generated in contact with the skin, and to a lesser extent, by nitrous acid""]","[""ozone generated in contact with the skin, and to a lesser extent, by nitrous acid""]"
"Question: At first what did Tesla think was the main cause of damage to skin cells when they were exposed to X-rays?

Context: Tesla noted the hazards of working with his circuit and single-node X-ray-producing devices. In his many notes on the early investigation of this phenomenon, he attributed the skin damage to various causes. He believed early on that damage to the skin was not caused by the Roentgen rays, but by the ozone generated in contact with the skin, and to a lesser extent, by nitrous acid. Tesla incorrectly believed that X-rays were longitudinal waves, such as those produced in waves in plasmas. These plasma waves can occur in force-free magnetic fields.","[""ozone generated in contact with the skin"", ""the ozone generated in contact with the skin, and to a lesser extent, by nitrous acid.""]","[""ozone""]"
"Question: What did Tesla mistakenly believe X-rays were?

Context: Tesla noted the hazards of working with his circuit and single-node X-ray-producing devices. In his many notes on the early investigation of this phenomenon, he attributed the skin damage to various causes. He believed early on that damage to the skin was not caused by the Roentgen rays, but by the ozone generated in contact with the skin, and to a lesser extent, by nitrous acid. Tesla incorrectly believed that X-rays were longitudinal waves, such as those produced in waves in plasmas. These plasma waves can occur in force-free magnetic fields.","[""longitudinal waves"", ""longitudinal waves, such as those produced in waves in plasmas""]","[""longitudinal waves""]"
"Question: Where can Tesla""s theories as to what caused the skin damage be found?

Context: Tesla noted the hazards of working with his circuit and single-node X-ray-producing devices. In his many notes on the early investigation of this phenomenon, he attributed the skin damage to various causes. He believed early on that damage to the skin was not caused by the Roentgen rays, but by the ozone generated in contact with the skin, and to a lesser extent, by nitrous acid. Tesla incorrectly believed that X-rays were longitudinal waves, such as those produced in waves in plasmas. These plasma waves can occur in force-free magnetic fields.","[""In his many notes""]","[""in his many notes""]"
"Question: Who called their system the ""Tesla Polyphase System""?

Context: At the beginning of 1893 Westinghouse engineer Benjamin Lamme had made great progress developing an efficient version of Tesla""s induction motor and Westinghouse Electric started branding their complete polyphase phase AC system as the ""Tesla Polyphase System"", noting how they believed Tesla""s patents gave them patent priority over other AC systems.","[""Westinghouse Electric""]","[""Westinghouse Electric""]"
"Question: Who demonstrated the Egg of Columbus?

Context: Tesla also explained the principles of the rotating magnetic field in an induction motor by demonstrating how to make a copper egg stand on end using a device he constructed known as the Egg of Columbus.","[""Tesla""]","[""Tesla""]"
"Question: When did the Herald Tribune publish its Tesla article?

Context: On 11 July 1934, the New York Herald Tribune published an article on Tesla, in which he recalled an event that would occasionally take place while experimenting with his single-electrode vacuum tubes; a minute particle would break off the cathode, pass out of the tube, and physically strike him. ""Tesla said he could feel a sharp stinging pain where it entered his body, and again at the place where it passed out."" In comparing these particles with the bits of metal projected by his ""electric gun,"" Tesla said, ""The particles in the beam of force ... will travel much faster than such particles ... and they will travel in concentrations.""","[""1934"", ""On 11 July 1934"", ""11 July 1934""]","[""11 July 1934""]"
"Question: What did the particle do to Tesla?

Context: On 11 July 1934, the New York Herald Tribune published an article on Tesla, in which he recalled an event that would occasionally take place while experimenting with his single-electrode vacuum tubes; a minute particle would break off the cathode, pass out of the tube, and physically strike him. ""Tesla said he could feel a sharp stinging pain where it entered his body, and again at the place where it passed out."" In comparing these particles with the bits of metal projected by his ""electric gun,"" Tesla said, ""The particles in the beam of force ... will travel much faster than such particles ... and they will travel in concentrations.""","[""physically strike him""]","[""physically strike him""]"
"Question: When did Tesla give a demonstration of his remote control boat?

Context: In 1898, Tesla demonstrated a radio-controlled boat—which he dubbed ""teleautomaton""—to the public during an electrical exhibition at Madison Square Garden. The crowd that witnessed the demonstration made outrageous claims about the workings of the boat, such as magic, telepathy, and being piloted by a trained monkey hidden inside. Tesla tried to sell his idea to the U.S. military as a type of radio-controlled torpedo, but they showed little interest. Remote radio control remained a novelty until World War I and afterward, when a number of countries used it in military programs. Tesla took the opportunity to further demonstrate ""Teleautomatics"" in an address to a meeting of the Commercial Club in Chicago, while he was travelling to Colorado Springs, on 13 May 1899.","[""1898"", ""In 1898,""]","[""1898""]"
"Question: Where was the boat demonstration given?

Context: In 1898, Tesla demonstrated a radio-controlled boat—which he dubbed ""teleautomaton""—to the public during an electrical exhibition at Madison Square Garden. The crowd that witnessed the demonstration made outrageous claims about the workings of the boat, such as magic, telepathy, and being piloted by a trained monkey hidden inside. Tesla tried to sell his idea to the U.S. military as a type of radio-controlled torpedo, but they showed little interest. Remote radio control remained a novelty until World War I and afterward, when a number of countries used it in military programs. Tesla took the opportunity to further demonstrate ""Teleautomatics"" in an address to a meeting of the Commercial Club in Chicago, while he was travelling to Colorado Springs, on 13 May 1899.","[""Madison Square Garden""]","[""Madison Square Garden""]"
"Question: When did Tesla attain his electrical transmitter patent?

Context: In 1900, Tesla was granted patents for a ""system of transmitting electrical energy"" and ""an electrical transmitter."" When Guglielmo Marconi made his famous first-ever transatlantic radio transmission in 1901, Tesla quipped that it was done with 17 Tesla patents, though there is little to support this claim. This was the beginning of years of patent battles over radio with Tesla""s patents being upheld in 1903, followed by a reverse decision in favor of Marconi in 1904. In 1943, a Supreme Court of the United States decision restored the prior patents of Tesla, Oliver Lodge, and John Stone. The court declared that their decision had no bearing on Marconi""s claim as the first to achieve radio transmission, just that since Marconi""s claim to certain patents were questionable, he could not claim infringement on those same patents (there are claims the high court was trying to nullify a World War I claim against the U.S. government by the Marconi Company via simply restoring Tesla""s prior patent).","[""1900""]","[""1900""]"
"Question: Who first sent radio waves across the Atlantic?

Context: In 1900, Tesla was granted patents for a ""system of transmitting electrical energy"" and ""an electrical transmitter."" When Guglielmo Marconi made his famous first-ever transatlantic radio transmission in 1901, Tesla quipped that it was done with 17 Tesla patents, though there is little to support this claim. This was the beginning of years of patent battles over radio with Tesla""s patents being upheld in 1903, followed by a reverse decision in favor of Marconi in 1904. In 1943, a Supreme Court of the United States decision restored the prior patents of Tesla, Oliver Lodge, and John Stone. The court declared that their decision had no bearing on Marconi""s claim as the first to achieve radio transmission, just that since Marconi""s claim to certain patents were questionable, he could not claim infringement on those same patents (there are claims the high court was trying to nullify a World War I claim against the U.S. government by the Marconi Company via simply restoring Tesla""s prior patent).","[""Marconi"", ""Guglielmo Marconi""]","[""Guglielmo Marconi""]"
"Question: When were Tesla""s patents restored?

Context: In 1900, Tesla was granted patents for a ""system of transmitting electrical energy"" and ""an electrical transmitter."" When Guglielmo Marconi made his famous first-ever transatlantic radio transmission in 1901, Tesla quipped that it was done with 17 Tesla patents, though there is little to support this claim. This was the beginning of years of patent battles over radio with Tesla""s patents being upheld in 1903, followed by a reverse decision in favor of Marconi in 1904. In 1943, a Supreme Court of the United States decision restored the prior patents of Tesla, Oliver Lodge, and John Stone. The court declared that their decision had no bearing on Marconi""s claim as the first to achieve radio transmission, just that since Marconi""s claim to certain patents were questionable, he could not claim infringement on those same patents (there are claims the high court was trying to nullify a World War I claim against the U.S. government by the Marconi Company via simply restoring Tesla""s prior patent).","[""1943""]","[""1943""]"
"Question:  Where did he claim he would transport energy to?

Context: On 17 May 1899, Tesla moved to Colorado Springs, where he would have room for his high-voltage, high-frequency experiments; his lab was located near Foote Ave. and Kiowa St. He chose this location because the polyphase alternating current power distribution system had been introduced there and he had associates who were willing to give him all the power he needed without charging for it. Upon his arrival, he told reporters that he was conducting wireless telegraphy experiments, transmitting signals from Pikes Peak to Paris.[citation needed] The 1978 book Colorado Springs Notes, 1899–1900 contains descriptions of Tesla""s experiments. On 15 June 1899, Tesla performed his first experiments at his Colorado Springs lab; he recorded his initial spark length at five inches long, but very thick and noisy.","[""Paris"", ""Pikes Peak to Paris""]","[""from Pikes Peak to Paris""]"
"Question: How big were his artificial bolts?

Context: He produced artificial lightning, with discharges consisting of millions of volts and up to 135 feet long. Thunder from the released energy was heard 15 miles away in Cripple Creek, Colorado. People walking along the street observed sparks jumping between their feet and the ground. Sparks sprang from water line taps when touched. Light bulbs within 100 feet of the lab glowed even when turned off. Horses in a livery stable bolted from their stalls after receiving shocks through their metal shoes. Butterflies were electrified, swirling in circles with blue halos of St. Elmo""s fire around their wings.","[""135 feet"", ""135 feet long"", ""consisting of millions of volts and up to 135 feet long""]","[""135 feet long""]"
"Question: From what distance could the artificial thunder be heard.

Context: He produced artificial lightning, with discharges consisting of millions of volts and up to 135 feet long. Thunder from the released energy was heard 15 miles away in Cripple Creek, Colorado. People walking along the street observed sparks jumping between their feet and the ground. Sparks sprang from water line taps when touched. Light bulbs within 100 feet of the lab glowed even when turned off. Horses in a livery stable bolted from their stalls after receiving shocks through their metal shoes. Butterflies were electrified, swirling in circles with blue halos of St. Elmo""s fire around their wings.","[""15 miles"", ""15 miles away""]","[""15 miles""]"
"Question: What was notable about the butterflies?

Context: He produced artificial lightning, with discharges consisting of millions of volts and up to 135 feet long. Thunder from the released energy was heard 15 miles away in Cripple Creek, Colorado. People walking along the street observed sparks jumping between their feet and the ground. Sparks sprang from water line taps when touched. Light bulbs within 100 feet of the lab glowed even when turned off. Horses in a livery stable bolted from their stalls after receiving shocks through their metal shoes. Butterflies were electrified, swirling in circles with blue halos of St. Elmo""s fire around their wings.","[""Butterflies were electrified"", ""electrified"", ""electrified, swirling in circles with blue halos of St. Elmo""s fire around their wings""]","[""electrified, swirling in circles with blue halos of St. Elmo""s fire around their wings.""]"
"Question: What happened to the dynamos in the power station?

Context: While experimenting, Tesla inadvertently faulted a power station generator, causing a power outage. In August 1917, Tesla explained what had happened in The Electrical Experimenter: ""As an example of what has been done with several hundred kilowatts of high frequency energy liberated, it was found that the dynamos in a power house six miles away were repeatedly burned out, due to the powerful high frequency currents set up in them, and which caused heavy sparks to jump through the windings and destroy the insulation!""","[""repeatedly burned out""]","[""repeatedly burned out""]"
"Question: To what did Tesla attribute the unknown signals his radio received?

Context: During his time at his lab, Tesla observed unusual signals from his receiver which he concluded may be communications from another planet. He mentioned them in a letter to reporter Julian Hawthorne at the Philadelphia North American on 8 December 1899 and in a December 1900 letter about possible discoveries in the new century to the Red Cross Society where he referred to messages ""from another world"" that read ""1... 2... 3..."". Reporters treated it as a sensational story and jumped to the conclusion Tesla was hearing signals from Mars. He expanded on the signals he heard in a 9 February 1901 Collier""s Weekly article ""Talking With Planets"" where he said it had not been immediately apparent to him that he was hearing ""intelligently controlled signals"" and that the signals could come from Mars, Venus, or other planets. It has been hypothesized that he may have intercepted Marconi""s European experiments in July 1899—Marconi may have transmitted the letter S (dot/dot/dot) in a naval demonstration, the same three impulses that Tesla hinted at hearing in Colorado—or signals from another experimenter in wireless transmission.","[""communications from another planet""]","[""communications from another planet""]"
"Question: What is another possible explanation for the source of the signals?

Context: During his time at his lab, Tesla observed unusual signals from his receiver which he concluded may be communications from another planet. He mentioned them in a letter to reporter Julian Hawthorne at the Philadelphia North American on 8 December 1899 and in a December 1900 letter about possible discoveries in the new century to the Red Cross Society where he referred to messages ""from another world"" that read ""1... 2... 3..."". Reporters treated it as a sensational story and jumped to the conclusion Tesla was hearing signals from Mars. He expanded on the signals he heard in a 9 February 1901 Collier""s Weekly article ""Talking With Planets"" where he said it had not been immediately apparent to him that he was hearing ""intelligently controlled signals"" and that the signals could come from Mars, Venus, or other planets. It has been hypothesized that he may have intercepted Marconi""s European experiments in July 1899—Marconi may have transmitted the letter S (dot/dot/dot) in a naval demonstration, the same three impulses that Tesla hinted at hearing in Colorado—or signals from another experimenter in wireless transmission.","[""intercepted Marconi""s European experiments"", ""he may have intercepted Marconi""s European experiments"", ""he may have intercepted Marconi""s European experiments in July 1899""]","[""Marconi""s European experiments""]"
"Question: When did Marconi transmit similar signals to those Tesla received?

Context: During his time at his lab, Tesla observed unusual signals from his receiver which he concluded may be communications from another planet. He mentioned them in a letter to reporter Julian Hawthorne at the Philadelphia North American on 8 December 1899 and in a December 1900 letter about possible discoveries in the new century to the Red Cross Society where he referred to messages ""from another world"" that read ""1... 2... 3..."". Reporters treated it as a sensational story and jumped to the conclusion Tesla was hearing signals from Mars. He expanded on the signals he heard in a 9 February 1901 Collier""s Weekly article ""Talking With Planets"" where he said it had not been immediately apparent to him that he was hearing ""intelligently controlled signals"" and that the signals could come from Mars, Venus, or other planets. It has been hypothesized that he may have intercepted Marconi""s European experiments in July 1899—Marconi may have transmitted the letter S (dot/dot/dot) in a naval demonstration, the same three impulses that Tesla hinted at hearing in Colorado—or signals from another experimenter in wireless transmission.","[""July 1899""]","[""July 1899""]"
"Question: When was his lab destroyed?

Context: On 7 January 1900, Tesla left Colorado Springs.[citation needed] His lab was torn down in 1904, and its contents were sold two years later to satisfy a debt.","[""1904""]","[""1904""]"
"Question: What happened to the things inside the lab after it was torn down?

Context: On 7 January 1900, Tesla left Colorado Springs.[citation needed] His lab was torn down in 1904, and its contents were sold two years later to satisfy a debt.","[""sold"", ""sold two years later""]","[""contents were sold""]"
"Question: What kind of facility was Wardenclyffe?

Context: The Colorado experiments had prepared Tesla for the establishment of the trans-Atlantic wireless telecommunications facility known as Wardenclyffe near Shoreham, Long Island.","[""trans-Atlantic wireless telecommunications facility"", ""trans-Atlantic wireless telecommunications""]","[""telecommunications""]"
"Question: Who did Tesla try to get money from?

Context: Tesla later approached Morgan to ask for more funds to build a more powerful transmitter. When asked where all the money had gone, Tesla responded by saying that he was affected by the Panic of 1901, which he (Morgan) had caused. Morgan was shocked by the reminder of his part in the stock market crash and by Tesla""s breach of contract by asking for more funds. Tesla wrote another plea to Morgan, but it was also fruitless. Morgan still owed Tesla money on the original agreement, and Tesla had been facing foreclosure even before construction of the tower began.","[""Morgan""]","[""Morgan""]"
"Question: How much correspondence did Tesla send Morgan in the five years following 1901?

Context: In December 1901, Marconi successfully transmitted the letter S from England to Newfoundland, terminating Tesla""s relationship with Morgan.[improper synthesis?] Over the next five years, Tesla wrote over 50 letters to Morgan, pleading for and demanding additional funding to complete the construction of Wardenclyffe. Tesla continued the project for another nine months. The tower was erected to its full 187 feet (57 m). In July 1903, Tesla wrote to Morgan that in addition to wireless communication, Wardenclyffe would be capable of wireless transmission of electric power. On 14 October 1904, Morgan finally replied through his secretary, stating, ""It will be impossible for [me] to do anything in the matter,"" after Tesla had written to Morgan when the financier was meeting with the Archbishop of Canterbury in an attempt to appeal to his Christian spirit.","[""over 50 letters"", ""50 letters""]","[""over 50 letters""]"
"Question: How tall was the tower""s ultimate height?

Context: In December 1901, Marconi successfully transmitted the letter S from England to Newfoundland, terminating Tesla""s relationship with Morgan.[improper synthesis?] Over the next five years, Tesla wrote over 50 letters to Morgan, pleading for and demanding additional funding to complete the construction of Wardenclyffe. Tesla continued the project for another nine months. The tower was erected to its full 187 feet (57 m). In July 1903, Tesla wrote to Morgan that in addition to wireless communication, Wardenclyffe would be capable of wireless transmission of electric power. On 14 October 1904, Morgan finally replied through his secretary, stating, ""It will be impossible for [me] to do anything in the matter,"" after Tesla had written to Morgan when the financier was meeting with the Archbishop of Canterbury in an attempt to appeal to his Christian spirit.","[""187 feet"", ""187 feet (57 m)""]","[""187 feet (57 m)""]"
"Question: How many horsepower did Tesla""s bladeless turbine have?

Context: On his 50th birthday in 1906, Tesla demonstrated his 200 horsepower (150 kilowatts) 16,000 rpm bladeless turbine. During 1910–1911 at the Waterside Power Station in New York, several of his bladeless turbine engines were tested at 100–5,000 hp.","[""200""]","[""200""]"
"Question: At what speed did the turbine operate?

Context: On his 50th birthday in 1906, Tesla demonstrated his 200 horsepower (150 kilowatts) 16,000 rpm bladeless turbine. During 1910–1911 at the Waterside Power Station in New York, several of his bladeless turbine engines were tested at 100–5,000 hp.","[""16,000 rpm""]","[""16,000 rpm""]"
"Question: What unforeseen problem caused Tesla to hit his experiment with a sledgehammer? 

Context: Tesla invented a steam-powered mechanical oscillator—Tesla""s oscillator. While experimenting with mechanical oscillators at his Houston Street lab, Tesla allegedly generated a resonance of several buildings. As the speed grew, it is said that the machine oscillated at the resonance frequency of his own building and, belatedly realizing the danger, he was forced to use a sledge hammer to terminate the experiment, just as the police arrived.:162–164 In February 1912, an article—""Nikola Tesla, Dreamer"" by Allan L. Benson—was published in World Today, in which an artist""s illustration appears showing the entire earth cracking in half with the caption, ""Tesla claims that in a few weeks he could set the earth""s crust into such a state of vibration that it would rise and fall hundreds of feet and practically destroy civilization. A continuation of this process would, he says, eventually split the earth in two.""","[""the machine oscillated at the resonance frequency of his own building"", ""the danger""]","[""he allegedly generated a resonance of several buildings""]"
"Question: Where did Tesla look for investors prior to WWI?

Context: Before World War I, Tesla sought overseas investors. After the war started, Tesla lost the funding he was receiving from his patents in European countries. Eventually, he sold Wardenclyffe for $20,000 ($472,500 in today""s dollars). In 1917, around the time that the Wardenclyffe Tower was demolished by Boldt to make the land a more viable real estate asset, Tesla received AIEE""s highest honor, the Edison Medal.","[""overseas""]","[""overseas""]"
"Question: What happened to Tesla""s funding once the war begun?

Context: Before World War I, Tesla sought overseas investors. After the war started, Tesla lost the funding he was receiving from his patents in European countries. Eventually, he sold Wardenclyffe for $20,000 ($472,500 in today""s dollars). In 1917, around the time that the Wardenclyffe Tower was demolished by Boldt to make the land a more viable real estate asset, Tesla received AIEE""s highest honor, the Edison Medal.","[""lost"", ""lost the funding""]","[""lost the funding he was receiving from his patents in European countries""]"
"Question: What did he do with Wardenclyffe?

Context: Before World War I, Tesla sought overseas investors. After the war started, Tesla lost the funding he was receiving from his patents in European countries. Eventually, he sold Wardenclyffe for $20,000 ($472,500 in today""s dollars). In 1917, around the time that the Wardenclyffe Tower was demolished by Boldt to make the land a more viable real estate asset, Tesla received AIEE""s highest honor, the Edison Medal.","[""sold""]","[""sold""]"
"Question: How much did Tesla receive from the sale of Wardenclyffe?

Context: Before World War I, Tesla sought overseas investors. After the war started, Tesla lost the funding he was receiving from his patents in European countries. Eventually, he sold Wardenclyffe for $20,000 ($472,500 in today""s dollars). In 1917, around the time that the Wardenclyffe Tower was demolished by Boldt to make the land a more viable real estate asset, Tesla received AIEE""s highest honor, the Edison Medal.","[""$20,000""]","[""$20,000""]"
"Question: What award was given to Tesla?

Context: Before World War I, Tesla sought overseas investors. After the war started, Tesla lost the funding he was receiving from his patents in European countries. Eventually, he sold Wardenclyffe for $20,000 ($472,500 in today""s dollars). In 1917, around the time that the Wardenclyffe Tower was demolished by Boldt to make the land a more viable real estate asset, Tesla received AIEE""s highest honor, the Edison Medal.","[""the Edison Medal."", ""the Edison Medal""]","[""Edison Medal""]"
"Question: In what magazine did Tesla talk about reflecting electricity off of submarine""s hulls?

Context: In the August 1917 edition of the magazine Electrical Experimenter Tesla postulated that electricity could be used to locate submarines via using the reflection of an ""electric ray"" of ""tremendous frequency,"" with the signal being viewed on a fluorescent screen (a system that has been noted to have a superficial resemblance to modern radar). Tesla was incorrect in his assumption that high frequency radio waves would penetrate water but Émile Girardeau, who helped develop France""s first radar system in the 1930s, noted in 1953 that Tesla""s general speculation that a very strong high frequency signal would be needed was correct stating ""(Tesla) was prophesying or dreaming, since he had at his disposal no means of carrying them out, but one must add that if he was dreaming, at least he was dreaming correctly."":266","[""Electrical Experimenter""]","[""Electrical Experimenter""]"
"Question: What later invention was Tesla""s idea similar to?

Context: In the August 1917 edition of the magazine Electrical Experimenter Tesla postulated that electricity could be used to locate submarines via using the reflection of an ""electric ray"" of ""tremendous frequency,"" with the signal being viewed on a fluorescent screen (a system that has been noted to have a superficial resemblance to modern radar). Tesla was incorrect in his assumption that high frequency radio waves would penetrate water but Émile Girardeau, who helped develop France""s first radar system in the 1930s, noted in 1953 that Tesla""s general speculation that a very strong high frequency signal would be needed was correct stating ""(Tesla) was prophesying or dreaming, since he had at his disposal no means of carrying them out, but one must add that if he was dreaming, at least he was dreaming correctly."":266","[""radar"", ""modern radar""]","[""radar""]"
"Question: Who played a part in the development of radar in France?

Context: In the August 1917 edition of the magazine Electrical Experimenter Tesla postulated that electricity could be used to locate submarines via using the reflection of an ""electric ray"" of ""tremendous frequency,"" with the signal being viewed on a fluorescent screen (a system that has been noted to have a superficial resemblance to modern radar). Tesla was incorrect in his assumption that high frequency radio waves would penetrate water but Émile Girardeau, who helped develop France""s first radar system in the 1930s, noted in 1953 that Tesla""s general speculation that a very strong high frequency signal would be needed was correct stating ""(Tesla) was prophesying or dreaming, since he had at his disposal no means of carrying them out, but one must add that if he was dreaming, at least he was dreaming correctly."":266","[""�mile Girardeau"", ""�mile Girardeau,""]","[""Émile Girardeau""]"
"Question: Who did Reuters claim won the 1915 Nobel prize in Physics?

Context: On 6 November 1915, a Reuters news agency report from London had the 1915 Nobel Prize in Physics awarded to Thomas Edison and Nikola Tesla; however, on 15 November, a Reuters story from Stockholm stated the prize that year was being awarded to Sir William Henry Bragg and William Lawrence Bragg ""for their services in the analysis of crystal structure by means of X-rays."":245 There were unsubstantiated rumors at the time that Tesla and/or Edison had refused the prize.:245 The Nobel Foundation said, ""Any rumor that a person has not been given a Nobel Prize because he has made known his intention to refuse the reward is ridiculous""; a recipient could only decline a Nobel Prize after he is announced a winner.:245","[""Thomas Edison and Nikola Tesla""]","[""Thomas Edison and Nikola Tesla""]"
"Question: What was the rumored reason Edison and Tesla were not awarded the prize?

Context: On 6 November 1915, a Reuters news agency report from London had the 1915 Nobel Prize in Physics awarded to Thomas Edison and Nikola Tesla; however, on 15 November, a Reuters story from Stockholm stated the prize that year was being awarded to Sir William Henry Bragg and William Lawrence Bragg ""for their services in the analysis of crystal structure by means of X-rays."":245 There were unsubstantiated rumors at the time that Tesla and/or Edison had refused the prize.:245 The Nobel Foundation said, ""Any rumor that a person has not been given a Nobel Prize because he has made known his intention to refuse the reward is ridiculous""; a recipient could only decline a Nobel Prize after he is announced a winner.:245","[""Tesla and/or Edison had refused the prize""]","[""had refused the prize""]"
"Question: According to the Nobel Foundation what has to happen before someone can decline a prize?

Context: On 6 November 1915, a Reuters news agency report from London had the 1915 Nobel Prize in Physics awarded to Thomas Edison and Nikola Tesla; however, on 15 November, a Reuters story from Stockholm stated the prize that year was being awarded to Sir William Henry Bragg and William Lawrence Bragg ""for their services in the analysis of crystal structure by means of X-rays."":245 There were unsubstantiated rumors at the time that Tesla and/or Edison had refused the prize.:245 The Nobel Foundation said, ""Any rumor that a person has not been given a Nobel Prize because he has made known his intention to refuse the reward is ridiculous""; a recipient could only decline a Nobel Prize after he is announced a winner.:245","[""announced a winner"", ""he is announced a winner"", ""after he is announced a winner""]","[""a recipient could only decline a Nobel Prize after he is announced a winner""]"
"Question: How many possible bids for the prize were there in 1915?

Context: In the years after these rumors, neither Tesla nor Edison won the prize (although Edison did receive one of 38 possible bids in 1915 and Tesla did receive one of 38 possible bids in 1937).","[""38""]","[""38""]"
"Question: What kind of engines did the biplane design have?

Context: In 1928, Tesla received his last patent, U.S. Patent 1,655,114, for a biplane capable of taking off vertically (VTOL aircraft) and then be ""gradually tilted through manipulation of the elevator devices"" in flight until it was flying like a conventional plane. Tesla thought the plane would sell for less than $1,000.:251 Although the aircraft was probably impractical, it may be the earliest known design for what became the tiltrotor/tilt-wing concept as well as the earliest proposal for the use of turbine engines in rotor aircraft.[improper synthesis?]","[""turbine engines"", ""turbine""]","[""turbine""]"
